Node,Global Id,X,Y,Z,Vx Vel,Vy Vel,Vz Vel,Press,Temp,Scal1,TurbK,TurbD,HeatFlux,Shear Mag,NVol,Density,Mach
164,1055,177.489,1038.79,0,-927103,3337060,0,-62238500,273.15,0,5.59424,10356.7,0,0,0,1.20473E-06,0
165,1054,249.78,1165.86,0,-1487600,3925870,0,-65036600,273.15,0,5.97428,14901.3,0,0,0,1.20473E-06,0
166,1049,471.051,1066.99,0,-1674080,2524740,0,-60758700,273.15,0,5.4181,7658.18,0,0,0,1.20473E-06,0
167,1048,424.786,1133.17,0,-1887600,2965680,0,-62443400,273.15,0,5.64102,10057.8,0,0,0,1.20473E-06,0
168,1051,294.723,894.858,0,-861801,2404760,0,-59777600,273.15,0,4.949,5616.09,0,0,0,1.20473E-06,0
169,1050,200.469,831.405,0,-536984,2305620,0,-59359100,273.15,0,4.94041,5422.68,0,0,0,1.20473E-06,0
170,1045,572.065,965.318,0,-1344510,1841190,0,-59010300,273.15,0,5.14288,5210.11,0,0,0,1.20473E-06,0
171,1044,516.188,1007.82,0,-1467030,2146370,0,-59626100,273.15,0,5.24111,6069.37,0,0,0,1.20473E-06,0
172,1047,385.848,984.233,0,-1305030,2559580,0,-60359300,273.15,0,5.14522,6571.69,0,0,0,1.20473E-06,0
173,1046,408.281,901.233,0,-1094280,2209880,0,-59333700,273.15,0,4.87163,4984.37,0,0,0,1.20473E-06,0
174,1041,1752.12,6327.58,0,-847697,-3242680,0,-409972,273.15,0,13.2997,3965.59,0,0,0,1.20473E-06,0
175,1040,1573.13,6544.55,0,-384382,-3951690,0,-1112750,273.15,0,9.0151,2102.23,0,0,0,1.20473E-06,0
176,1043,1654.87,6429.46,0,-578078,-3589710,0,-987940,273.15,0,10.4922,2664.64,0,0,0,1.20473E-06,0
177,1042,1768.54,6416.2,0,-681341,-3202780,0,-217149,273.15,0,13.0218,3731.19,0,0,0,1.20473E-06,0
178,1517,-419.895,544.605,0,428580,1224900,0,-57364200,273.15,0,4.24869,2360.94,0,0,0,1.20473E-06,0
179,1516,-547.837,690.241,0,662706,1418360,0,-57764600,273.15,0,4.41191,2545.35,0,0,0,1.20473E-06,0
180,1519,335.846,4489.02,0,-3865730,-7518820,0,-34300400,273.15,0,5.63185,2903.85,0,0,0,1.20473E-06,0
181,1518,574.924,4428.39,0,-4240600,-7261360,0,-30547300,273.15,0,5.53934,2452.42,0,0,0,1.20473E-06,0
182,1513,-598.961,815.723,0,975378,1600000,0,-58150400,273.15,0,4.74233,3260.05,0,0,0,1.20473E-06,0
183,1512,-689.014,683.888,0,677672,1186200,0,-57377300,273.15,0,4.6358,2565.45,0,0,0,1.20473E-06,0
184,1515,-505.859,574.14,0,518457,1278560,0,-57379300,273.15,0,4.3029,2277.62,0,0,0,1.20473E-06,0
185,1514,-418.59,621.784,0,523922,1432560,0,-57692000,273.15,0,4.30515,2550.47,0,0,0,1.20473E-06,0
186,1509,-664.282,839.444,0,1027220,1455460,0,-58028600,273.15,0,4.75053,3357.28,0,0,0,1.20473E-06,0
187,1508,-159.089,146.779,0,63132.2,412110,0,-56738600,273.15,0,3.79375,1580.03,0,0,0,1.20473E-06,0
